image_name,count,good,bad,good_ratio,bad_ratio,quality_score,dominant_quality
0000835_jpg.rf.4668619355a84ed2d4ff92379e6b7f33.jpg,465,465,0,1.0,0.0,1.0,good
0000835_jpg.rf.3548a98354e4b4fb670ef00a39fc3b6e.jpg,465,465,0,1.0,0.0,1.0,good
0000834_jpg.rf.cd0f13b0b447b2085fd56bef28c1abd0.jpg,394,394,0,1.0,0.0,1.0,good
0000834_jpg.rf.924998b97dce39973fe5593c74a20382.jpg,394,394,0,1.0,0.0,1.0,good
0000834_jpg.rf.186963957ed82201494a407af7ab32b2.jpg,394,394,0,1.0,0.0,1.0,good
0000832_jpg.rf.9d3be1c4ffa2d04e5951ac8137238844.jpg,168,168,0,1.0,0.0,1.0,good
0000832_jpg.rf.9c6f082b9d7b47cfdeb4ffbb5c8e7ea3.jpg,168,168,0,1.0,0.0,1.0,good
0000832_jpg.rf.92b012a390a6a74b397ed8da204fe209.jpg,168,168,0,1.0,0.0,1.0,good
0000831_jpg.rf.d176042bf5d324b9eddac96e005b5bc6.jpg,66,66,0,1.0,0.0,1.0,good
0000831_jpg.rf.87c155e27f6d60e6040455507a578da3.jpg,66,66,0,1.0,0.0,1.0,good
0000831_jpg.rf.443c1462db2145eed0ec718864541294.jpg,66,66,0,1.0,0.0,1.0,good
0000752_jpg.rf.a062f3e9aa2524e6a8993ecc57850539.jpg,115,115,0,1.0,0.0,1.0,good
0000752_jpg.rf.6fe0bf8a6e2489753399f996c73b3dbf.jpg,115,115,0,1.0,0.0,1.0,good
0000752_jpg.rf.209961949f3143e3339f768a8f1fe25d.jpg,115,115,0,1.0,0.0,1.0,good
0000751_jpg.rf.ee5754a4d8791322e72a37a2b031accf.jpg,116,116,0,1.0,0.0,1.0,good
0000751_jpg.rf.b8db3fc03b68d214e145037105419972.jpg,116,116,0,1.0,0.0,1.0,good
0000751_jpg.rf.78648bf17926cb1694bd9968351133d6.jpg,116,116,0,1.0,0.0,1.0,good
0000750_jpg.rf.d0ac42470d090f350b9c51fb4f0a3930.jpg,194,194,0,1.0,0.0,1.0,good
0000750_jpg.rf.9e607d35e112910b74065880560ec7c4.jpg,194,194,0,1.0,0.0,1.0,good
0000740_jpg.rf.4f3435216db5533c104aab8b86d157c3.jpg,150,150,0,1.0,0.0,1.0,good
0000739_jpg.rf.a8a67c5ce2940e3ea307938d1646ec0f.jpg,151,151,0,1.0,0.0,1.0,good
0000633_jpg.rf.a92e69d3c65b8def24c3f1266d587084.jpg,60,60,0,1.0,0.0,1.0,good
0000704_jpg.rf.7f49f9bb551f2d1ea13dd95d41ca1a6e.jpg,7,7,0,1.0,0.0,1.0,good
0000710_jpg.rf.82c0af1279213971bb0f9d46fa84a4c3.jpg,19,19,0,1.0,0.0,1.0,good
0000710_jpg.rf.159da9b725f5c1fa164631bdf5dce47e.jpg,19,19,0,1.0,0.0,1.0,good
0000709_jpg.rf.cd19e92e456ef014c6d068e3fb22239f.jpg,27,27,0,1.0,0.0,1.0,good
0000709_jpg.rf.99cf709f6e76521438578a9ac623c088.jpg,27,27,0,1.0,0.0,1.0,good
0000709_jpg.rf.070ffbbaf9e593b7d7b01a7d136d1828.jpg,27,27,0,1.0,0.0,1.0,good
0000708_jpg.rf.bc9de18ccc2e2a1c79cfdfd0e221d4a2.jpg,39,39,0,1.0,0.0,1.0,good
0000708_jpg.rf.b43e86f1d17c576015cd40bdcdc7a9ec.jpg,39,39,0,1.0,0.0,1.0,good
0000708_jpg.rf.9b1c6fec2e7c0ea657a397590d929e7e.jpg,39,39,0,1.0,0.0,1.0,good
0000705_jpg.rf.b280f24ddddf4ab51632913bff59d5d3.jpg,17,17,0,1.0,0.0,1.0,good
0000705_jpg.rf.510718036b9c9dbf63e49828b7450da8.jpg,17,17,0,1.0,0.0,1.0,good
0000705_jpg.rf.26432063de383bac16a0c338309371e3.jpg,17,17,0,1.0,0.0,1.0,good
0000704_jpg.rf.a4cd72445c3265388c9812674c6d3bc3.jpg,7,7,0,1.0,0.0,1.0,good
0000704_jpg.rf.57ceff58c2feab410923b86fea175e84.jpg,7,7,0,1.0,0.0,1.0,good
0000739_jpg.rf.19d504ddd74ebde2d95485faaf1b93e0.jpg,151,151,0,1.0,0.0,1.0,good
0000641_jpg.rf.e54ab0227984e1ccaf463e1538852d1c.jpg,68,68,0,1.0,0.0,1.0,good
0000641_jpg.rf.19fd030c69fa6b4fd9134143093985fe.jpg,68,68,0,1.0,0.0,1.0,good
0000641_jpg.rf.0a2721a939aba305095b8e9157795542.jpg,68,68,0,1.0,0.0,1.0,good
0000639_jpg.rf.d53a958704c28f02bfaa6081dc40b06d.jpg,69,69,0,1.0,0.0,1.0,good
0000639_jpg.rf.cd26d981883e6f304551f26a7447af5b.jpg,68,68,0,1.0,0.0,1.0,good
0000639_jpg.rf.83625894bb469cb228cc690e5e01eac3.jpg,69,69,0,1.0,0.0,1.0,good
0000637_jpg.rf.a29efa44e20280fec97993f7e7e5d8f9.jpg,42,42,0,1.0,0.0,1.0,good
0000637_jpg.rf.7cb1d1aa6b00ddf5e01232231ff943ed.jpg,42,42,0,1.0,0.0,1.0,good
0000637_jpg.rf.0d3b3cb1a04bb513fa13c7bc2cb3ae8d.jpg,42,42,0,1.0,0.0,1.0,good
0000634_jpg.rf.8d94ed6fd8af273664467d1c7a0874b6.jpg,47,47,0,1.0,0.0,1.0,good
0000634_jpg.rf.121ff6da8b11be1b8d06e3d5126ce133.jpg,47,47,0,1.0,0.0,1.0,good
0000634_jpg.rf.0cfa4e3ce2c58fac9bdb8c8ab833b712.jpg,47,47,0,1.0,0.0,1.0,good
0000710_jpg.rf.8b79319ee3dd6e31986379e705c716a9.jpg,19,19,0,1.0,0.0,1.0,good
0000711_jpg.rf.68c0687462fba1c1d7f76a18153d4a36.jpg,59,59,0,1.0,0.0,1.0,good
0000711_jpg.rf.a6b5e8cf82cc8382bd48de36375a06ab.jpg,59,59,0,1.0,0.0,1.0,good
0000711_jpg.rf.daf392e16de6bfd0be49003df7e8c77c.jpg,59,59,0,1.0,0.0,1.0,good
0000738_jpg.rf.d64c58763b38a98f43c739876f97e3e6.jpg,150,150,0,1.0,0.0,1.0,good
0000738_jpg.rf.d05102afce05ff5bb3c87136fe4fa1e2.jpg,150,150,0,1.0,0.0,1.0,good
0000738_jpg.rf.cdd3eace80cb302a5bdbfd1bea330c5e.jpg,150,150,0,1.0,0.0,1.0,good
0000737_jpg.rf.fecf5194339cbf8cf64b793216faed34.jpg,104,104,0,1.0,0.0,1.0,good
0000737_jpg.rf.9a66804617c366332696bcd2f544cdde.jpg,104,104,0,1.0,0.0,1.0,good
0000737_jpg.rf.296d0c1683a3798b781d53254d06dbb6.jpg,104,104,0,1.0,0.0,1.0,good
0000736_jpg.rf.b05faaf4c3f0c91456a166996a230ab9.jpg,64,64,0,1.0,0.0,1.0,good
0000736_jpg.rf.99d1154129e652cc854eaf93ac6c8873.jpg,64,64,0,1.0,0.0,1.0,good
0000736_jpg.rf.6cc347db6ec3193ee85718f16e3d7215.jpg,64,64,0,1.0,0.0,1.0,good
0000735_jpg.rf.d5d472b65668140094ed5bce07f1bfcf.jpg,30,30,0,1.0,0.0,1.0,good
0000735_jpg.rf.69c26ba4bb6dd2309ab86d3c722c384c.jpg,30,30,0,1.0,0.0,1.0,good
0000735_jpg.rf.1729e4d66bbdafea8ed2028787c173b7.jpg,30,30,0,1.0,0.0,1.0,good
0000001_jpg.rf.35d10b811d0bb4a196fb522875bdac3b.jpg,34,34,0,1.0,0.0,1.0,good
0000716_jpg.rf.8f5312aca3d5717a0a6c3726351e0e90.jpg,5,5,0,1.0,0.0,1.0,good
0000716_jpg.rf.375d1abe90ee991e012190afb46f4e51.jpg,5,5,0,1.0,0.0,1.0,good
0000716_jpg.rf.22b53f6a30bb142c3588e054febd439a.jpg,5,5,0,1.0,0.0,1.0,good
0000715_jpg.rf.a9682a1804e3b48fcabdc75a911fa711.jpg,29,29,0,1.0,0.0,1.0,good
0000715_jpg.rf.6803eaaee1763f3a6929074b5d7da9cb.jpg,29,29,0,1.0,0.0,1.0,good
0000715_jpg.rf.067dca4438e219f840fcd809815404d8.jpg,29,29,0,1.0,0.0,1.0,good
0000714_jpg.rf.ac6a0f9bf1694a38f7b7313c38e7c881.jpg,23,23,0,1.0,0.0,1.0,good
0000714_jpg.rf.5ee42f970575100f5d5674a336de3f43.jpg,23,23,0,1.0,0.0,1.0,good
0000714_jpg.rf.391867e75ee3d1cfec0fe6151a052385.jpg,23,23,0,1.0,0.0,1.0,good
0000713_jpg.rf.6ef125994a7eafeabf7ff83d2648e6e8.jpg,15,15,0,1.0,0.0,1.0,good
0000713_jpg.rf.56da65269219673fdcf7034307105662.jpg,15,15,0,1.0,0.0,1.0,good
0000713_jpg.rf.30cd16bb5282c58ae7974a5d11ef32e6.jpg,15,15,0,1.0,0.0,1.0,good
0000840_jpg.rf.c283720ace46ace00a9dbd7071401ddd.jpg,79,79,0,1.0,0.0,1.0,good
0000841_jpg.rf.24ba99d381439f0729ad0cd1a27a9397.jpg,41,41,0,1.0,0.0,1.0,good
0000841_jpg.rf.5d6584106545cb63e93f9ece937d5450.jpg,41,41,0,1.0,0.0,1.0,good
0000220_jpg.rf.087f6c0cf3e040793b86673c63094a5f.jpg,75,75,0,1.0,0.0,1.0,good
0000215_jpg.rf.2e93a3ea7769df7afa3db73f6d8cd94f.jpg,68,68,0,1.0,0.0,1.0,good
0000215_jpg.rf.6ed81fb9c8e2353ef29b96e4ae3f7b4a.jpg,68,68,0,1.0,0.0,1.0,good
0000215_jpg.rf.fab9caf912c8e53740a2758e599588ce.jpg,68,68,0,1.0,0.0,1.0,good
0000216_jpg.rf.320c971a6f81bfc53b3b17f54e2f2a03.jpg,103,103,0,1.0,0.0,1.0,good
0000216_jpg.rf.9f0b147cb25785c115398b3201a9c620.jpg,103,103,0,1.0,0.0,1.0,good
0000216_jpg.rf.f4ae13b427e385b6182ee25ad46dc753.jpg,103,103,0,1.0,0.0,1.0,good
0000218_jpg.rf.1b116f1069721424d3f13ab8f2d79382.jpg,96,96,0,1.0,0.0,1.0,good
0000218_jpg.rf.5f148059c33e2dbc3c4117741f4b5c97.jpg,96,96,0,1.0,0.0,1.0,good
0000218_jpg.rf.b7627c75c7c4beed2c415c631f18a425.jpg,96,96,0,1.0,0.0,1.0,good
0000219_jpg.rf.50d9278b9a87ad56bed298f9926584bb.jpg,139,139,0,1.0,0.0,1.0,good
0000219_jpg.rf.7eb801698566f79af62ba60fc60a2627.jpg,139,139,0,1.0,0.0,1.0,good
0000219_jpg.rf.fdda97f1d593096d8ed343e9b258d585.jpg,139,139,0,1.0,0.0,1.0,good
0000220_jpg.rf.11f149b6c7c44283fb6e647f507e4f44.jpg,75,75,0,1.0,0.0,1.0,good
0000841_jpg.rf.c719d7e0085c28d96b7990c4ccac4453.jpg,41,41,0,1.0,0.0,1.0,good
0000220_jpg.rf.64e4fa13ab2b9648572e8e582dceed6b.jpg,75,75,0,1.0,0.0,1.0,good
0000221_jpg.rf.76b597520927f3085d2be9e314d3b207.jpg,53,53,0,1.0,0.0,1.0,good
0000221_jpg.rf.99106789cef5f9c0637426a3976011e1.jpg,53,53,0,1.0,0.0,1.0,good
0000221_jpg.rf.e012bae7fe4c76c3ec24d609e1406794.jpg,53,53,0,1.0,0.0,1.0,good
0000222_jpg.rf.07a9780430c97dd01872eb5015d928bf.jpg,53,53,0,1.0,0.0,1.0,good
0000222_jpg.rf.280939837827e52ddf3833ed046d2003.jpg,53,53,0,1.0,0.0,1.0,good
0000222_jpg.rf.fff3b6c7cfe2cd63b60f3acbc8947aef.jpg,53,53,0,1.0,0.0,1.0,good
0000224_jpg.rf.0948c53efc571d70e1bfc64e90788d3a.jpg,34,34,0,1.0,0.0,1.0,good
0000224_jpg.rf.36e1ea02e12cc14ff2ec84a26242af2b.jpg,34,34,0,1.0,0.0,1.0,good
0000224_jpg.rf.6b103b4ac277fb7bbcb588b8632fb2e4.jpg,34,34,0,1.0,0.0,1.0,good
0000225_jpg.rf.6fe1f602d98335cc933024cdd94579a1.jpg,34,34,0,1.0,0.0,1.0,good
0000225_jpg.rf.e8ae8cdb11280cd73b7b4274d03a46b8.jpg,34,34,0,1.0,0.0,1.0,good
0000214_jpg.rf.c2e124a8593d4449bfc91ebc07051f89.jpg,45,45,0,1.0,0.0,1.0,good
0000214_jpg.rf.64026089580bf6b6c473980d00f5bf6c.jpg,45,45,0,1.0,0.0,1.0,good
0000214_jpg.rf.33dc400ad7bea6d2ceb857f680fb92b0.jpg,45,45,0,1.0,0.0,1.0,good
0000213_jpg.rf.ecd879cef24e866b0c0a36ab46f8a8dc.jpg,77,77,0,1.0,0.0,1.0,good
0000203_jpg.rf.5a5a18b3dda9623e0e396266fc76cb48.jpg,41,41,0,1.0,0.0,1.0,good
0000203_jpg.rf.a4986b9cbb48a7960315666b896bc460.jpg,41,41,0,1.0,0.0,1.0,good
0000423_jpg.rf.6812c34fa858053d88d5121277720c35.jpg,3,3,0,1.0,0.0,1.0,good
0000204_jpg.rf.d654c132e3d6e31bec65693af73a5331.jpg,53,53,0,1.0,0.0,1.0,good
0000204_jpg.rf.dc6374e34b472e6963df9ef2c952af26.jpg,53,53,0,1.0,0.0,1.0,good
0000205_jpg.rf.6e3cc81328a8c74dc28667809217c0c9.jpg,56,56,0,1.0,0.0,1.0,good
0000205_jpg.rf.909bc325a03aef69082044f644dbe58e.jpg,56,56,0,1.0,0.0,1.0,good
0000205_jpg.rf.b4cd0437c45dca6fb283e720de06bc8e.jpg,56,56,0,1.0,0.0,1.0,good
0000206_jpg.rf.4196c10734a96ae8627126a609ec5118.jpg,59,59,0,1.0,0.0,1.0,good
0000206_jpg.rf.8713ad744dbcdbd68ac46aa279be4ee9.jpg,59,59,0,1.0,0.0,1.0,good
0000206_jpg.rf.a80980838265a2be2fbbeebccad0d976.jpg,59,59,0,1.0,0.0,1.0,good
0000207_jpg.rf.030e471c3bf42e7a4ad12c35da0d5007.jpg,47,47,0,1.0,0.0,1.0,good
0000207_jpg.rf.7e51b71430b3076f4c4439aa557b8f12.jpg,47,47,0,1.0,0.0,1.0,good
0000207_jpg.rf.a627852b2835ca4e650e047eb82fdae5.jpg,47,47,0,1.0,0.0,1.0,good
0000208_jpg.rf.064055ff8241a86ff557a5d3f02ecfcc.jpg,46,46,0,1.0,0.0,1.0,good
0000208_jpg.rf.863d786651895a96959ffefbfe57fec4.jpg,46,46,0,1.0,0.0,1.0,good
0000208_jpg.rf.a3618f8817280915c97a3e7e020a5222.jpg,46,46,0,1.0,0.0,1.0,good
0000209_jpg.rf.4e030e34bc4139fec903c4401694e1ec.jpg,73,73,0,1.0,0.0,1.0,good
0000209_jpg.rf.650eb8144208238d707d19277ac94d98.jpg,73,73,0,1.0,0.0,1.0,good
0000209_jpg.rf.6a84b40263cd3ef44df888febfb1380c.jpg,73,73,0,1.0,0.0,1.0,good
0000212_jpg.rf.3910f5d72c7a8a2a6de6e2a2961191f8.jpg,76,76,0,1.0,0.0,1.0,good
0000212_jpg.rf.741bc3f9a647c37f556c0e9011b5dbf9.jpg,76,76,0,1.0,0.0,1.0,good
0000212_jpg.rf.83f9eed47e5a33043e4468b2886cad9a.jpg,76,76,0,1.0,0.0,1.0,good
0000213_jpg.rf.5e1e64c98676b765bda6c28d2cb8f8cb.jpg,77,77,0,1.0,0.0,1.0,good
0000213_jpg.rf.dad481752eee8ddd08cbe28e240572bb.jpg,77,77,0,1.0,0.0,1.0,good
0000225_jpg.rf.e92c233b340dd003ddc5b14175322d8e.jpg,34,34,0,1.0,0.0,1.0,good
0000226_jpg.rf.3930a98b4ecae31eb351c9411479a0a7.jpg,41,41,0,1.0,0.0,1.0,good
0000226_jpg.rf.6cce0b75d6da117a41984842b8dc2556.jpg,41,41,0,1.0,0.0,1.0,good
0000236_jpg.rf.36ced9e6ac273c1675db1c3f0c385467.jpg,35,35,0,1.0,0.0,1.0,good
0000236_jpg.rf.eae3cf5b34946e20fcfadab03daf9c43.jpg,35,35,0,1.0,0.0,1.0,good
0000237_jpg.rf.9a7627b17abddfd1dbf48243f62aaeb8.jpg,28,28,0,1.0,0.0,1.0,good
0000237_jpg.rf.aa88d0085fc97e2d866b53787c491573.jpg,28,28,0,1.0,0.0,1.0,good
0000237_jpg.rf.c34ecabc284c671d04015bee3f144224.jpg,28,28,0,1.0,0.0,1.0,good
0000238_jpg.rf.22dc4b8f9ce4fa88afb888c68df7cb13.jpg,71,71,0,1.0,0.0,1.0,good
0000238_jpg.rf.6c6b8f2c94cbabd1acb54c6ea8dd04dd.jpg,71,71,0,1.0,0.0,1.0,good
0000238_jpg.rf.c4b0e8fd3a8367874a4ad45194175845.jpg,71,71,0,1.0,0.0,1.0,good
0000239_jpg.rf.010df4b1418ed3fd4031c48742c3c4d1.jpg,96,96,0,1.0,0.0,1.0,good
0000239_jpg.rf.a092c6d5881ecf02cf37f14e39a74e65.jpg,96,96,0,1.0,0.0,1.0,good
0000239_jpg.rf.ab4dea0f7791335398573f373b69ca90.jpg,96,96,0,1.0,0.0,1.0,good
0000240_jpg.rf.21680ed01be737d3b65ad3a3faf7036a.jpg,53,53,0,1.0,0.0,1.0,good
0000240_jpg.rf.8a077965a0e9e1c3991e7cea952f1b94.jpg,53,53,0,1.0,0.0,1.0,good
0000240_jpg.rf.90236429e82998be4b8e73ebeffcee63.jpg,53,53,0,1.0,0.0,1.0,good
0000241_jpg.rf.adfbf4c22b39297fc9faaf321bf69ab1.jpg,54,54,0,1.0,0.0,1.0,good
0000241_jpg.rf.b49265c4d99d448a889b57d6be9ddbbe.jpg,54,54,0,1.0,0.0,1.0,good
0000241_jpg.rf.ee509c8f98d517dc278e8a5b0129fdc2.jpg,54,54,0,1.0,0.0,1.0,good
0000242_jpg.rf.6dc3f7aa1dc96fb57125add6e920be2b.jpg,54,54,0,1.0,0.0,1.0,good
0000242_jpg.rf.b394ac2370577ddcdd2e39319439dba5.jpg,54,54,0,1.0,0.0,1.0,good
0000242_jpg.rf.ff21c287d32182817c962c3b7ae596d4.jpg,54,54,0,1.0,0.0,1.0,good
0000891_jpg.rf.8024173d9383565dc9395cdc2d469ab0.jpg,200,200,0,1.0,0.0,1.0,good
0000891_jpg.rf.4973203c7b6363ccfb639e59c0baf9b4.jpg,200,200,0,1.0,0.0,1.0,good
0000891_jpg.rf.2c12e7d9f272658329e6171a01eb0d53.jpg,200,200,0,1.0,0.0,1.0,good
0000890_jpg.rf.a9ce89c353e4b49841ea98952b21ce4e.jpg,129,129,0,1.0,0.0,1.0,good
0000890_jpg.rf.4c5a50f2603822092f19fe64dc6a41d6.jpg,129,129,0,1.0,0.0,1.0,good
0000890_jpg.rf.2aa1d313fdaa06e4ea01cc4e230d6c8e.jpg,129,129,0,1.0,0.0,1.0,good
0000236_jpg.rf.3bc77b3cac6dbe025e236de260b91f21.jpg,35,35,0,1.0,0.0,1.0,good
0000235_jpg.rf.7e76fdb3cddb7fdc7ec48e2004ce192b.jpg,37,37,0,1.0,0.0,1.0,good
0000226_jpg.rf.8ee32e85cf18a2bd36bbf904dd4ffd4e.jpg,41,41,0,1.0,0.0,1.0,good
0000235_jpg.rf.74a4f03f6db150d591443ad0516220ff.jpg,37,37,0,1.0,0.0,1.0,good
0000227_jpg.rf.2a1285c45e34baa258fdbc6d99e4b85b.jpg,40,40,0,1.0,0.0,1.0,good
0000227_jpg.rf.a7b8b034c4a51d0383b250f8a3b3b2fb.jpg,40,40,0,1.0,0.0,1.0,good
0000227_jpg.rf.dc413418f9affe613a225958b54b33dd.jpg,40,40,0,1.0,0.0,1.0,good
0000228_jpg.rf.0c8120ceccc652efe9a522fa3d979236.jpg,27,27,0,1.0,0.0,1.0,good
0000228_jpg.rf.7cb8bcf8ab1deb50b70ed55057399c1a.jpg,27,27,0,1.0,0.0,1.0,good
0000228_jpg.rf.a857ebd89fbbaf6fec061f986e94ea4b.jpg,27,27,0,1.0,0.0,1.0,good
0000229_jpg.rf.098f1053f6920e411fd097def3c64b71.jpg,27,27,0,1.0,0.0,1.0,good
0000229_jpg.rf.5f00d23924512296bea736510e1c06c6.jpg,27,27,0,1.0,0.0,1.0,good
0000229_jpg.rf.d7b83c7ac97873c4f1e5a3bb0208f915.jpg,27,27,0,1.0,0.0,1.0,good
0000230_jpg.rf.8cb0bf9ef0a4119ba6cd12e4a4d3e2f9.jpg,31,31,0,1.0,0.0,1.0,good
0000230_jpg.rf.f5ffbc399317c9a743330adc13098c41.jpg,31,31,0,1.0,0.0,1.0,good
0000230_jpg.rf.fb35175a6b02d5ed0df506376d4ee05a.jpg,31,31,0,1.0,0.0,1.0,good
0000231_jpg.rf.1f3da849f79d51491747c670f77b59d4.jpg,31,31,0,1.0,0.0,1.0,good
0000231_jpg.rf.797587bba63c3aadcf9694d0b0732151.jpg,31,31,0,1.0,0.0,1.0,good
0000231_jpg.rf.7c07aab38fa13e395da862bf71e31ab9.jpg,31,31,0,1.0,0.0,1.0,good
0000232_jpg.rf.6f3f2a2f1592534a735cacb6d79310e5.jpg,46,46,0,1.0,0.0,1.0,good
0000232_jpg.rf.70ee8a6f1919b41a246bf3c4d268fa69.jpg,46,46,0,1.0,0.0,1.0,good
0000232_jpg.rf.98cf592d3dbd91eb1d468a6d6de140d1.jpg,46,46,0,1.0,0.0,1.0,good
0000233_jpg.rf.1363f28d79d0e8df1a59da456cef40fd.jpg,35,35,0,1.0,0.0,1.0,good
0000233_jpg.rf.3c0b865e094572d49bf32921aacf1d77.jpg,35,35,0,1.0,0.0,1.0,good
0000233_jpg.rf.85753ba46dd22414ef531e0b18a69047.jpg,35,35,0,1.0,0.0,1.0,good
0000234_jpg.rf.14803903d6024cb8138385697e1f47fa.jpg,25,25,0,1.0,0.0,1.0,good
0000234_jpg.rf.29368d5343034f11d6fd87f96d9c2a29.jpg,25,25,0,1.0,0.0,1.0,good
0000234_jpg.rf.86fabdc5c2e911794e876fdd072414e3.jpg,25,25,0,1.0,0.0,1.0,good
0000235_jpg.rf.2ce0440a5cafbfc074c91315fbefa006.jpg,37,37,0,1.0,0.0,1.0,good
0000633_jpg.rf.f15975b48d7f46e9af1ad81d209f52dc.jpg,60,60,0,1.0,0.0,1.0,good
0000633_jpg.rf.7acdce23b3a238ea8551c3d13140c60c.jpg,60,60,0,1.0,0.0,1.0,good
0000202_jpg.rf.cf39ec4d68b140614a8b7195b38814c9.jpg,23,23,0,1.0,0.0,1.0,good
0000454_jpg.rf.c935ca9e3bbdf5acfa8bc1e48ffffb9b.jpg,68,68,0,1.0,0.0,1.0,good
0000460_jpg.rf.cef12b6a3d7d2cdb6e8c7f602b8d64ac.jpg,77,77,0,1.0,0.0,1.0,good
0000460_jpg.rf.87f5b76a10fbacc0343167b85fce2f49.jpg,77,77,0,1.0,0.0,1.0,good
0000460_jpg.rf.5b10313038d6b05a2c019cf570737a0b.jpg,77,77,0,1.0,0.0,1.0,good
0000459_jpg.rf.f506c736e2e877b8db625279dbb9ee86.jpg,63,63,0,1.0,0.0,1.0,good
0000459_jpg.rf.bbe8fd462ede9f27fea8203029e96bae.jpg,63,63,0,1.0,0.0,1.0,good
0000459_jpg.rf.604d47bf7c514b120c8b3b89f37a8980.jpg,63,63,0,1.0,0.0,1.0,good
